,athlete_id,region,age,height,weight,pullups,experience,is_male,experience_level,diet,athletic_background,workout_schedule,BMI,total_lift
173126,115759.0,Southern California,31.0,65.0,130.0,20.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Single workout per day,21.630769230769232,710.0
173131,17210.0,North East,28.0,67.0,140.0,21.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Single workout per day,21.92470483403876,745.0
173135,27553.0,Canada East,32.0,68.0,163.0,17.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,24.781358131487888,810.0
173143,68250.0,Mid Atlantic,27.0,64.0,133.0,25.0,Beginner with coach,0,Proficient,Normal Diet,Not Provided,Single workout per day,22.826904296875,645.0
173144,220145.0,South Central,38.0,66.0,140.0,21.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,Recreational Sports,Single workout per day,22.594123048668504,620.0
173151,114978.0,Asia,36.0,63.0,145.0,15.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,25.68279163517259,845.0
173169,322361.0,South Central,26.0,66.0,165.0,11.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,26.62878787878788,805.0
173187,494814.0,North East,32.0,71.0,147.0,10.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,20.500099186669313,724.0
173224,15922.0,Southern California,31.0,65.0,156.0,15.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Single workout per day,25.956923076923076,901.0
173226,25549.0,South East,29.0,63.0,125.0,24.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Single workout per day,22.140337616528093,645.0
173227,40682.0,South East,33.0,67.0,148.0,15.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,23.17754511026955,695.0
173232,87226.0,South West,28.0,70.0,127.0,14.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Single workout per day,18.22061224489796,695.0
173233,97151.0,South West,22.0,64.0,107.0,25.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Not Provided,18.364501953125,568.0
173237,109857.0,Central East,34.0,68.0,137.0,32.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Single workout per day,20.828503460207614,695.0
173242,137495.0,Northern California,29.0,71.0,175.0,25.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,24.404879984130133,715.0
173244,143594.0,South East,32.0,67.0,138.0,27.0,Beginner without coach,0,Proficient,Normal Diet,Not Provided,Multiple workouts per day,21.611494764981064,755.0
173250,160050.0,Southern California,39.0,64.0,148.0,16.0,Advanced (Trainer/Courses),0,Proficient,Not Provided,Recreational Sports,Multiple workouts per day,25.4013671875,785.0
173251,177267.0,Central East,36.0,62.0,145.0,20.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,26.517950052029136,700.0
173252,165189.0,Australia,26.0,65.0,130.0,15.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,21.630769230769232,682.0
173260,221323.0,Australia,39.0,62.0,125.0,40.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,22.860301768990634,705.0
173266,247270.0,Asia,24.0,66.0,125.0,6.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,20.173324150596876,666.0
173272,274730.0,South Central,32.0,58.0,114.0,30.0,Beginner without coach,0,Proficient,Normal Diet,Recreational Sports,Single workout per day,23.823424494649228,643.0
173278,292628.0,Central East,29.0,63.0,118.0,20.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,College or High School Sports,Single workout per day,20.90047871000252,591.0
173298,490387.0,North West,22.0,61.0,130.0,35.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,24.560601988712712,640.0
173314,3876.0,North Central,29.0,68.0,150.0,25.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Single workout per day,22.80493079584775,745.0
173316,12827.0,South West,37.0,65.0,125.0,15.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,20.798816568047336,605.0
173318,20404.0,Australia,31.0,65.0,134.0,22.0,Beginner with coach,0,Expert,Not Provided,Not Provided,Not Provided,22.296331360946745,588.0
173319,27416.0,Canada East,36.0,64.0,128.0,24.0,Beginner with coach,0,Proficient,Normal Diet,Not Provided,Single workout per day,21.96875,735.0
173331,126771.0,South Central,28.0,66.0,130.0,23.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Single workout per day,20.980257116620752,670.0
173333,129766.0,North West,45.0,62.0,118.0,20.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,21.580124869927158,663.0
173334,13988.0,Northern California,36.0,65.0,139.0,30.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Single workout per day,23.128284023668638,608.0
173340,153748.0,South Central,32.0,60.0,126.0,28.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,College or High School Sports,Single workout per day,24.605,713.0
173342,155843.0,South Central,32.0,69.0,158.0,9.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Single workout per day,23.329972694812014,715.0
173346,169206.0,Canada East,22.0,63.0,130.0,21.0,Beginner with coach,0,Proficient,Normal Diet,College or High School Sports,Single workout per day,23.025951121189216,765.0
173350,184134.0,South East,29.0,67.0,148.0,8.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,23.17754511026955,820.0
173352,188961.0,South West,29.0,65.0,140.0,23.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,23.294674556213018,655.0
173358,253977.0,North East,26.0,67.0,135.0,35.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,21.14167966139452,800.0
173363,152299.0,North East,44.0,63.0,125.0,18.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Single workout per day,22.140337616528093,630.0
173367,167312.0,North Central,32.0,61.0,112.0,37.0,Beginner with coach,0,Proficient,Normal Diet,College or High School Sports,Single workout per day,21.15990325181403,667.0
173370,293331.0,Canada East,30.0,67.0,118.0,25.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Single workout per day,18.479394074404098,650.0
173372,304717.0,Mid Atlantic,25.0,62.0,143.0,20.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,26.152185223725287,727.0
173381,243924.0,Southern California,26.0,63.0,125.0,30.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,22.140337616528093,725.0
173403,348819.0,Mid Atlantic,21.0,62.0,137.0,14.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,Not Provided,Not Provided,25.054890738813736,755.0
173404,20183.0,South East,38.0,66.0,133.0,35.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,21.46441689623508,795.0
173409,445975.0,Europe,30.0,61.0,128.0,10.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,24.182746573501746,774.0
173418,125279.0,North West,45.0,67.0,150.0,25.0,Beginner with coach,0,Proficient,Normal Diet,Not Provided,Multiple workouts per day,23.490755179327245,695.0
173431,2581.0,Northern California,51.0,64.0,152.0,28.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,26.087890625,820.0
173433,10340.0,Australia,28.0,68.0,134.0,22.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,20.372404844290656,745.0
173439,17856.0,South West,44.0,64.0,118.0,33.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Single workout per day,20.25244140625,685.0
173447,76213.0,Central East,34.0,65.0,158.0,21.0,Beginner with coach,0,Proficient,Normal Diet,Not Provided,Single workout per day,26.289704142011836,825.0
173452,254233.0,North Central,28.0,66.0,140.0,30.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,22.594123048668504,765.0
173454,258786.0,South East,34.0,62.0,133.0,15.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,24.323361082206034,670.0
173459,125733.0,South Central,29.0,67.0,176.0,11.0,Beginner with coach,0,Proficient,Normal Diet,Professional Sports,Single workout per day,27.5624860770773,960.0
173461,126313.0,Canada West,40.0,63.0,124.0,15.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Single workout per day,21.963214915595866,700.0
173463,127306.0,Northern California,26.0,63.0,105.0,31.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,18.597883597883598,640.0
173480,444778.0,North Central,33.0,66.0,155.0,26.0,Beginner without coach,0,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,25.014921946740127,870.0
173502,11864.0,South West,47.0,66.0,118.0,32.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Not Provided,Multiple workouts per day,19.04361799816345,610.0
173511,104827.0,North West,23.0,72.0,180.0,25.0,Advanced (Trainer/Courses),0,Proficient,Not Provided,College or High School Sports,Multiple workouts per day,24.40972222222222,1015.0
173515,124317.0,North Central,20.0,64.0,148.0,49.0,Beginner with coach,0,Amateur,Not Provided,Recreational Sports,Single workout per day,25.4013671875,960.0
173517,130946.0,South Central,36.0,65.0,142.0,18.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,Recreational Sports,Single workout per day,23.627455621301774,615.0
173533,2313.0,Africa,35.0,66.0,163.0,24.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,26.30601469237833,816.0
173553,133648.0,Asia,31.0,65.0,140.0,20.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,23.294674556213018,760.0
173556,270923.0,Canada East,25.0,63.0,135.0,20.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,23.91156462585034,795.0
173560,280435.0,Canada East,22.0,65.0,140.0,25.0,Not Provided,0,Not Provided,Normal Diet,Recreational Sports,Flexible,23.294674556213018,875.0
173569,174831.0,South West,32.0,66.0,125.0,17.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,20.173324150596876,670.0
173573,201919.0,Southern California,33.0,64.0,132.0,23.0,Beginner without coach,0,Expert,Normal Diet,Recreational Sports,Single workout per day,22.6552734375,710.0
173581,242307.0,North Central,33.0,65.0,161.0,16.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,Recreational Sports,Single workout per day,26.788875739644972,865.0
173595,307214.0,South East,46.0,66.0,124.0,32.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,Recreational Sports,Single workout per day,20.011937557392102,750.0
173599,13627.0,Northern California,32.0,67.0,144.0,30.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Single workout per day,22.551124972154156,765.0
173613,107889.0,South Central,37.0,63.0,142.0,30.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Single workout per day,25.15142353237591,843.0
173621,146235.0,Europe,32.0,60.0,116.0,14.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,22.65222222222222,723.0
173635,201348.0,Southern California,33.0,64.0,135.0,20.0,Beginner with coach,0,Proficient,Not Provided,Recreational Sports,Multiple workouts per day,23.170166015625,680.0
173662,313249.0,South East,28.0,68.0,150.0,20.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,22.80493079584775,760.0
173663,187621.0,South East,28.0,65.0,140.0,5.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,23.294674556213018,600.0
173664,327926.0,North Central,35.0,67.0,155.0,40.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,24.273780351971485,974.0
173670,219694.0,North Central,34.0,59.0,108.0,43.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,21.810973858086758,585.0
173683,255479.0,South Central,31.0,61.0,115.0,30.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Single workout per day,21.726686374630475,595.0
173701,5042.0,Canada East,34.0,66.0,129.0,30.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Single workout per day,20.818870523415978,695.0
173732,3104.0,Canada East,45.0,64.0,148.0,20.0,Beginner without coach,0,Expert,Normal Diet,Recreational Sports,Flexible,25.4013671875,850.0
173749,254274.0,Canada East,30.0,63.0,111.0,10.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,19.660619803476948,570.0
173753,271151.0,North Central,27.0,64.0,116.0,30.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,19.9091796875,760.0
173760,300891.0,South West,36.0,64.0,128.0,12.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,21.96875,675.0
173766,325947.0,Central East,29.0,67.0,139.0,22.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,21.768099799509912,825.0
173786,277036.0,North East,30.0,62.0,155.0,25.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,28.346774193548388,838.0
173814,5309.0,Mid Atlantic,32.0,64.0,150.0,21.0,Beginner with coach,0,Expert,Normal Diet,Recreational Sports,Single workout per day,25.74462890625,775.0
173819,4865.0,North West,30.0,64.0,148.0,35.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,25.4013671875,795.0
173820,19318.0,North Central,23.0,69.0,141.0,20.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,College or High School Sports,Single workout per day,20.819785759294266,745.0
173843,121654.0,Southern California,27.0,62.0,128.0,35.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,23.40894901144641,825.0
173847,147875.0,South Central,32.0,67.0,141.0,21.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,College or High School Sports,Single workout per day,22.081309868567608,730.0
173851,167799.0,Australia,21.0,64.0,125.0,10.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Single workout per day,21.453857421875,641.0
173852,170952.0,North East,30.0,63.0,130.0,18.0,Not Provided,0,Amateur,Normal Diet,Recreational Sports,Flexible,23.025951121189216,875.0
173859,190439.0,Australia,26.0,68.0,130.0,30.0,Beginner with coach,0,Proficient,Not Provided,Recreational Sports,Multiple workouts per day,19.764273356401382,588.0
173881,325579.0,South Central,24.0,62.0,138.0,30.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,25.237773152965662,755.0
173912,569209.0,Northern California,25.0,63.0,145.0,13.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,25.68279163517259,805.0
173918,2386.0,Southern California,34.0,68.0,154.0,27.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Single workout per day,23.413062283737023,770.0
173921,63188.0,South East,27.0,66.0,129.0,30.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,Recreational Sports,Single workout per day,20.818870523415978,590.0
173922,9389.0,South Central,32.0,69.0,134.0,46.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Single workout per day,19.786179374081076,494.0
173923,97150.0,South West,33.0,66.0,135.0,22.0,Beginner with coach,0,Proficient,Not Provided,Recreational Sports,Multiple workouts per day,21.787190082644628,655.0
173924,18174.0,Northern California,30.0,64.0,149.0,18.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Single workout per day,25.572998046875,652.0
173925,110498.0,North Central,25.0,65.0,160.0,10.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Single workout per day,26.622485207100592,792.0
173938,168754.0,Canada West,23.0,64.0,134.0,25.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Single workout per day,22.99853515625,675.0
173942,83370.0,Southern California,26.0,63.0,125.0,25.0,Beginner with coach,0,Amateur,Not Provided,Recreational Sports,Single workout per day,22.140337616528093,667.0
173944,113338.0,Canada East,21.0,69.0,155.0,20.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Flexible,22.886998529720646,862.0
173948,120475.0,Central East,36.0,62.0,114.0,31.0,Beginner with coach,0,Expert,Normal Diet,College or High School Sports,Single workout per day,20.84859521331946,595.0
173962,185134.0,North East,26.0,63.0,135.0,30.0,Not Provided,0,Amateur,Not Provided,Not Provided,Not Provided,23.91156462585034,795.0
173990,334933.0,South Central,23.0,64.0,145.0,25.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,24.886474609375,760.0
